Nombre ,Fuente,Usuario,Subtema,Tono,Recursos,ENGAGEMENT,URL
2906-1,Ministerio,Ministerio de Salud,Salud,Infromativo,Texto/Imagen,"10,628",https://www.facebook.com/msaludcr/posts/10163952809275137
2906-2,Ministerio,ADN Cuba,Entretenimiento,Infromativo,Texto/Video,"10,204",https://www.facebook.com/ADNCuba/posts/1554957994668481
2906-3,Medio,Crhoy.com,Aglomeraciones,Infromativo,Link,"8,219",https://www.facebook.com/crhoy.comnoticias/posts/4232114233497578
2906-4,Página/Comunidad,Acción Filosófica,Entretenimiento,Humorístico,Meme,"7,103",https://www.facebook.com/accionfilosoficacr/posts/3037417036340079
2906-5,Ministerio,Ministerio de Salud,Salud,Infromativo,Video,"7,079",https://www.facebook.com/msaludcr/posts/707574180043916
2906-6,Medio,Crhoy.com,Salud,Infromativo,Link,"7,009",https://www.facebook.com/crhoy.comnoticias/posts/4230995256942809
2906-7,Medio,Amelia Rueda,Migración,Infromativo,Link,"6,600",https://www.facebook.com/ameliarueda/posts/10159039114787923
2906-8,Figura Pública,Valentina Alazraki,Religión/Salud,Infromativo,Texto,"5,437",https://www.facebook.com/valentina.alazraki.mexico/posts/2882994911823591
2906-9,Ministerio,Ministerio de Salud,Salud,Infromativo,Imagen,"4,743",https://www.facebook.com/msaludcr/posts/10163952920280137
2906-10,Medio,Crhoy.com,Medidas y Restricciones,Infromativo,Link,"4,729",https://www.facebook.com/crhoy.comnoticias/posts/4230922526950082
3006-1,Ministerio,Ministerio de Salud,Salud,Informativo,Texto,"12,359",https://www.facebook.com/msaludcr/posts/10163958635340137
3006-2,Ministerio,Ministerio de Salud,Salud,Informativo,Video,"8,245",https://www.facebook.com/msaludcr/posts/732638720881069
3006-3,Gobierno,Carlos Alvarado Quesada,Salud,Informativo,Texto,"7,456",https://www.facebook.com/carlosalvaradoquesada/posts/927658317732843
3006-4,Medio,Crhoy.com,Salud,Informativo,Link,"7,030",https://www.facebook.com/crhoy.comnoticias/posts/4236000979775570
3006-5,Gobierno,Carlos Alvarado Quesada,Salud,N/A,Video,"6,933",https://www.facebook.com/carlosalvaradoquesada/posts/264426304841839
3006-6,Ministerio,Ministerio de Salud,Salud,Informativo,Imagen,"5,820",https://www.facebook.com/msaludcr/posts/10163959901390137
3006-7,Medio,NCR - Noticias Costa Rica,Salud,Informativo,Texto/Imagen,"4,029",https://www.facebook.com/NCRNoticiasCostaRica/posts/3436728813026220
3006-8,Figura Pública,Lizeth Castro,Salud,Condolencias,Texto/Imagen,"3,996",https://www.facebook.com/LizethCastrotv/posts/3561846340511251
3006-9,Página/Comunidad,Acción Filosófica,Vida Cotidiana,Humorístico,Meme,"3,991",https://www.facebook.com/accionfilosoficacr/posts/3039680669447049
3006-10,Medio,Crhoy.com,Medidas y Restricciones,Informativo,Link,"2,646",https://www.facebook.com/crhoy.comnoticias/posts/4236567889718879
PI04-1,,,Pueblos Indígenas,,,,https://www.facebook.com/fuerzapublicadecostarica/posts/3160746917277522
PI04-2,,,Pueblos Indígenas,,,,https://www.facebook.com/ColosalInforma/posts/1930126767119300
PI04-3,,,Pueblos Indígenas,,,,https://www.facebook.com/proyectodaniel/posts/4263656816993629
PI04-4,,,Pueblos Indígenas,,,,https://www.facebook.com/alianzabosques/posts/2926314727424192
PI04-5,,,Pueblos Indígenas,,,,https://www.facebook.com/alianzabosques/posts/2926314727424192
PI04-6,,,Pueblos Indígenas,,,,https://www.facebook.com/alianzabosques/posts/2926314727424192
PI04-7,,,Pueblos Indígenas,,,,https://www.facebook.com/480617345706875/posts/959739724461299
PI04-8,,,Pueblos Indígenas,,,,https://www.facebook.com/bruncatvdigital/videos/3663119207095130/
PI04-9,,,Pueblos Indígenas,,,,https://www.facebook.com/costarica.ahora/posts/2306368439657836
PI04-10,,,Pueblos Indígenas,,,,https://www.facebook.com/PreservePlanet/posts/3199119546773118
PI04-11,,,Pueblos Indígenas,,,,https://www.facebook.com/alianzabosques/posts/2952688624786802
PI04-12,,,Pueblos Indígenas,,,,https://www.facebook.com/IMDefensoras/posts/3054604804620530
PI04-13,,,Pueblos Indígenas,,,,https://www.facebook.com/somosaccidentesdecostarica/posts/232179848192075
PI04-14,,,Pueblos Indígenas,,,,https://www.facebook.com/Puntarenas06/posts/2298189000487346
PI04-15,,,Pueblos Indígenas,,,,https://www.facebook.com/noticiasrepretelcostarica/posts/3389043957801998
PI04-16,,,Pueblos Indígenas,,,,https://www.facebook.com/InderCostaRica/posts/2898617523557166
PI04-17,,,Pueblos Indígenas,,,,https://www.facebook.com/elperiodicocr/posts/3084441538272592
PI04-18,,,Pueblos Indígenas,,,,https://www.facebook.com/ColosalInforma/posts/1945654488899861
PI04-19,,,Pueblos Indígenas,,,,https://www.facebook.com/amprensa/posts/3340345779328524
PI04-20,,,Pueblos Indígenas,,,,https://www.facebook.com/NOTICIASFORTUNACR/posts/915257535602323
PI04-21,,,Pueblos Indígenas,,,,https://www.facebook.com/CostaRicaNewsEnglish/posts/1546980998794324
PI04-22,,,Pueblos Indígenas,,,,https://www.facebook.com/diarioelpais/posts/10158102783418618
PI04-23,,,Pueblos Indígenas,,,,https://www.facebook.com/ClaudiaDoblesC/posts/2340880602871441
PI04-24,,,Pueblos Indígenas,,,,https://www.facebook.com/ColosalInforma/posts/1945829965548980
PI04-25,,,Pueblos Indígenas,,,,https://www.facebook.com/CasaPresidencial/posts/3689803541046112
PI04-26,,,Pueblos Indígenas,,,,https://www.facebook.com/NOTICIASFORTUNACR/posts/915431572251586
PI04-27,,,Pueblos Indígenas,,,,https://www.facebook.com/crhoy.comnoticias/posts/3930973013611703
PI04-28,,,Pueblos Indígenas,,,,https://www.facebook.com/TeleSURCostaRica1/posts/2909329902627242
PI04-29,,,Pueblos Indígenas,,,,https://www.facebook.com/Telenoticias7/posts/3423451594332684
PI04-30,,,Pueblos Indígenas,,,,https://www.facebook.com/NoticieroTilaran/posts/2928134580603790
PI04-31,,,Pueblos Indígenas,,,,https://www.facebook.com/CariariInforma/posts/1438374789678706
PI04-32,,,Pueblos Indígenas,,,,https://www.facebook.com/589630161078673/posts/3711884838853174
PI04-33,,,Pueblos Indígenas,,,,https://www.facebook.com/ElObservadorCR/posts/530556154296669
PI04-34,,,Pueblos Indígenas,,,,https://www.facebook.com/ameliarueda/posts/10158776058982923
PI04-35,,,Pueblos Indígenas,,,,https://www.facebook.com/teleticacom/posts/1518563224972110
PI04-36,,,Pueblos Indígenas,,,,https://www.facebook.com/carlosalvaradoquesada/posts/874784449686897
PI04-37,,,Pueblos Indígenas,,,,https://www.facebook.com/NOTICIASFORTUNACR/posts/916847585443318
PI04-38,,,Pueblos Indígenas,,,,https://www.facebook.com/ColosalInforma/posts/1947976178667692
PI04-39,,,Pueblos Indígenas,,,,https://www.facebook.com/crhoy.comnoticias/posts/3938024406239897
PI04-40,,,Pueblos Indígenas,,,,https://www.facebook.com/crhoy.comnoticias/posts/3938024406239897
PI04-41,,,Pueblos Indígenas,,,,https://www.facebook.com/unacostarica/posts/2869649336437769
PI04-42,,,Pueblos Indígenas,,,,https://www.facebook.com/NoticiasColumbia/posts/2965736560171668
PI04-43,,,Pueblos Indígenas,,,,https://www.facebook.com/larepublicacr/posts/10156965274382051
PI04-44,,,Pueblos Indígenas,,,,https://www.facebook.com/UNED.CR/posts/3067943803263616
PI04-45,,,Pueblos Indígenas,,,,https://www.facebook.com/CostaRicaAzul/posts/2973805622672974
PI04-45,,,Pueblos Indígenas,,,,https://www.facebook.com/crhoy.comnoticias/posts/3948162421892762
MI06-1,,,Migración,,,,https://www.facebook.com/to2porlavida/posts/1355192751342771
MI06-2,,,Migración,,,,https://www.facebook.com/to2porlavida/posts/1356336611228385
MI06-3,,,Migración,,,,https://www.facebook.com/to2porlavida/posts/1370586613136718
MI06-4,,,Migración,,,,https://www.facebook.com/hablandoclarocr/posts/3213427848708544
MI06-5,,,Migración,,,,https://www.facebook.com/flechatv.cr/posts/3125046974221757
MI06-6,,,Migración,,,,https://www.facebook.com/flechatv.cr/posts/3120026531390468
MI06-7,,,Migración,,,,https://www.facebook.com/larepublicacr/posts/10157131148802051
ED06-1,,,Educación,,,,https://www.facebook.com/to2porlavida/posts/1353376051524441
ED06-2,,,Educación,,,,https://www.facebook.com/canalcoronadotv/posts/2617372035204675
ED06-3,,,Educación,,,,https://www.facebook.com/to2porlavida/posts/1354166954778684
ED06-4,,,Educación,,,,https://www.facebook.com/scaldiacr/posts/1374922912678119
ED06-5,,,Educación,,,,https://www.facebook.com/scaldiacr/posts/1378223115681432
ED06-6,,,Educación,,,,https://www.facebook.com/larevistacr/posts/943863029371791
ED06-7,,,Educación,,,,https://www.facebook.com/larevistacr/posts/946421275782633
ED06-8,,,Educación,,,,https://www.facebook.com/americaaldiacom/posts/995956237473621
ED06-9,,,Educación,,,,https://www.facebook.com/NoticiasNAICR/posts/3270711136306346
ED06-10,,,Educación,,,,https://www.facebook.com/costarica.ahora/posts/2353699214924758
ED06-11,,,Educación,,,,https://www.facebook.com/revistasumma/posts/10158702142764993
ED06-12,,,Educación,,,,https://www.facebook.com/NuevoPartidoSocialista/posts/2958889507482247
ED06-13,,,Educación,,,,https://www.facebook.com/ElGuardian.cr/posts/3123483244362216
ED06-14,,,Educación,,,,https://www.facebook.com/diarioelpais/posts/10158338028133618
ED06-15,,,Educación,,,,https://www.facebook.com/SantillanaPa/posts/2444367702521732
ED06-16,,,Educación,,,,https://www.facebook.com/ElObservadorCR/posts/558128304872787
ED06-17,,,Educación,,,,https://www.facebook.com/SantillanaPa/posts/2462293820729120
ED06-18,,,Educación,,,,https://www.facebook.com/SantillanaPa/posts/2442622109362958
ED06-19,,,Educación,,,,https://www.facebook.com/148335568667825/posts/1634684010032966
ED06-20,,,Educación,,,,https://www.facebook.com/NoticiasNAICR/posts/3209587032418757
ED06-21,,,Educación,,,,https://www.facebook.com/UniversidadCostaRica/posts/3106641282707718
ED06-22,,,Educación,,,,https://www.facebook.com/NoticiasColumbia/posts/3092391444172845
ED06-23,,,Educación,,,,https://www.facebook.com/crhoy.comnoticias/posts/4174976229211379
ED06-24,,,Educación,,,,https://www.facebook.com/elmundoCR/posts/2125695580909710
ED06-25,,,Educación,,,,https://www.facebook.com/sancarlosdigital/posts/2675514039398682
ED06-26,,,Educación,,,,https://www.facebook.com/sindeu.universidadcr/posts/3319788348032757
MA03-1,,,Medio Ambiente y Animales,,,,https://www.facebook.com/PreservePlanet/posts/3165673943451012
MA03-2,,,Medio Ambiente y Animales,,,,https://www.facebook.com/PreservePlanet/posts/3120698711281869
MA03-3,,,Medio Ambiente y Animales,,,,https://www.facebook.com/PreservePlanet/posts/3149170678434672
MA03-4,,,Medio Ambiente y Animales,,,,https://www.facebook.com/puromotorcr/posts/10159554740891679
MA03-5,,,Medio Ambiente y Animales,,,,https://www.facebook.com/ADondeIrCostaRica/posts/3106625596035841
MA03-6,,,Medio Ambiente y Animales,,,,https://www.facebook.com/PreservePlanet/posts/3145910622094011
MA03-7,,,Medio Ambiente y Animales,,,,https://www.facebook.com/NCRNoticiasCostaRica/posts/3177682582264179
MA03-8,,,Medio Ambiente y Animales,,,,https://www.facebook.com/NCRNoticiasCostaRica/posts/3174524765913294
MA04-9,,,Medio Ambiente y Animales,,,,https://www.facebook.com/PreservePlanet/posts/3223680674317005
MA04-10,,,Medio Ambiente y Animales,,,,https://www.facebook.com/PreservePlanet/posts/3223746930977046
MA04-11,,,Medio Ambiente y Animales,,,,https://www.facebook.com/589630161078673/posts/3709652722409719
MA04-12,,,Medio Ambiente y Animales,,,,https://www.facebook.com/Neotropica/posts/3379195158776531
MA04-13,,,Medio Ambiente y Animales,,,,https://www.facebook.com/vmjuventud/posts/2986669724892749
MA04-14,,,Medio Ambiente y Animales,,,,https://www.facebook.com/CarmenChanDiputada/posts/544069459584695
MA04-15,,,Medio Ambiente y Animales,,,,https://www.facebook.com/OneSeaOrg/posts/1301271206740361
MA04-16,,,Medio Ambiente y Animales,,,,https://www.facebook.com/embajada.holanda.cr/posts/2935740623145709
MA04-17,,,Medio Ambiente y Animales,,,,https://www.facebook.com/inbio/posts/10158659441858881
MA04-18,,,Medio Ambiente y Animales,,,,https://www.facebook.com/PreservePlanet/posts/3194233590595047
MA04-19,,,Medio Ambiente y Animales,,,,https://www.facebook.com/costarica.parquesnacionales/posts/1286509294873362
MA04-20,,,Medio Ambiente y Animales,,,,https://www.facebook.com/puromotorcr/posts/10159692311221679
MA04-21,,,Medio Ambiente y Animales,,,,https://www.facebook.com/PreservePlanet/posts/3206442366040836
MA04-22,,,Medio Ambiente y Animales,,,,https://www.facebook.com/inbio/posts/10158610394673881
MA04-23,,,Medio Ambiente y Animales,,,,https://www.facebook.com/surfingrepublica/posts/2993425487406093
MA04-24,,,Medio Ambiente y Animales,,,,https://www.facebook.com/EpsyCampbellBarr/posts/10158389668359452
MA04-25,,,Medio Ambiente y Animales,,,,https://www.facebook.com/1428558230780067/posts/2300583013577580
